REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R377,FLUSHING AVE-BROADWAY         ,11483,793,107,214,6,8834,7028,0,0,0,19,53,463,5,1521,179,151,0,153,0,0,0,1696,0,89,0,                                                                                                    
R378,MYRTLE AVENUE-BROADWAY        ,19467,879,175,327,1,17120,18136,0,0,0,20,107,570,11,1977,203,379,0,281,0,0,0,2005,0,129,0,                                                                                                    
R379,KOSCIUSZKO STREET-BROADWAY    ,6109,236,26,94,9,5501,6134,0,0,0,6,32,155,0,713,79,108,0,103,0,0,0,742,0,52,0,                                                                                                    
R380,GATES AVENUE-BROADWAY         ,11868,592,122,261,2,9855,9823,0,0,0,9,53,344,9,1108,116,224,0,163,0,0,0,1717,0,85,0,                                                                                                    
R381,HALSEY STREET-BROADWAY        ,10351,475,79,100,1,10078,9305,0,0,0,11,40,295,0,1001,76,232,0,154,0,0,0,1264,0,83,0,                                                                                                    
R382,GRANT AVENUE-PITKIN AVENUE    ,13462,738,110,124,4,7429,5969,0,0,0,7,106,453,3,602,80,119,0,73,0,0,0,2378,0,234,0,                                                                                                    
R383,HUDSON STREET-78TH STREET     ,10454,502,51,149,1,4482,5695,0,0,0,2,153,103,0,435,83,97,0,75,0,0,0,1532,0,197,0,                                                                                                    
R384,BOYD STREET-88TH STREET       ,7600,418,29,106,3,2810,3495,0,0,0,3,172,130,0,393,129,57,0,35,0,0,0,767,0,63,0,                                                                                                    
R385,ROCKAWAY BLVD-LIBERTY AVE     ,13148,495,139,314,0,9448,8527,0,0,0,29,219,255,2,748,168,144,0,89,0,0,0,2117,0,254,0,                                                                                                    
R386,174TH STREET-SOUTHERN BLVD    ,10481,605,147,202,5,11865,5320,0,0,0,12,37,546,0,752,46,132,0,58,0,0,0,2788,2,274,0,                                                                                                    
R387,EAST TREMONT AVENUE-178 ST    ,9673,505,232,193,2,11434,5148,0,0,0,16,39,456,1,628,50,30,0,38,0,0,0,2415,0,289,0,                                                                                                    
R388,EAST 180TH ST-MORRIS PARK     ,11531,525,124,253,0,11684,6221,0,0,0,58,74,300,4,709,154,95,0,51,0,0,0,2194,0,161,0,                                                                                                    
R389,BRONX PARK EAST               ,4660,210,36,87,2,3662,2461,0,0,0,4,37,136,0,279,56,42,0,11,0,0,0,1218,0,83,0,                                                                                                    
R390,8TH AVENUE-62ND STREET        ,23560,3525,113,2212,5,4280,26721,0,0,0,27,119,829,6,640,294,209,0,93,0,0,0,3517,0,196,0,                                                                                                    
R391,FORT HAMILTON PARKWAY-62ND    ,6608,572,19,237,0,1683,6750,0,0,0,13,55,147,0,400,81,85,0,25,0,0,0,1408,0,32,0,                                                                                                    
R392,18TH AVENUE-62ND STREET       ,5676,641,32,294,1,2265,6477,0,0,0,2,60,119,0,245,92,70,0,17,0,0,0,750,0,31,0,                                                                                                    
R393,20TH AVENUE-62ND STREET       ,7060,773,38,338,0,1997,8825,0,0,0,0,151,155,1,323,158,123,0,27,0,0,0,1737,0,50,0,                                                                                                    
R394,BAY PARKWAY-66TH STREET       ,12943,1599,77,742,3,4443,15505,0,0,0,15,162,325,0,574,264,173,0,74,0,0,0,2060,0,78,0,                                                                                                    
R395,KINGS HIGHWAY-WEST 7TH ST     ,6435,850,65,486,0,2320,7722,0,0,0,1,138,165,2,277,111,85,0,24,0,0,0,1042,0,70,0,                                                                                                    
R396,AVENUE U-WEST 7TH STREET      ,4293,469,42,291,0,1666,5839,0,0,0,3,72,119,0,163,86,59,0,12,0,0,0,858,0,30,0,                                                                                                    
R397,86TH STREET-AVENUE V          ,3680,525,53,332,0,1907,4446,0,0,0,0,22,205,0,199,18,36,0,10,0,0,0,856,0,25,0,                                                                                                    
R398,NEW UTRECHT AVENUE-62ND ST    ,7527,723,36,499,8,4147,8573,0,0,0,7,83,104,4,271,99,64,0,28,0,0,0,1487,0,22,0,                                                                                                    
R399,25TH AVENUE-86TH STREET       ,8607,925,52,617,3,3013,10621,0,0,0,9,143,225,1,373,111,67,0,27,0,0,0,2626,0,81,0,                                                                                                    
R400,BAY 50TH STREET-STILLWELL     ,5001,603,60,306,4,2152,4951,0,0,0,1,83,161,0,260,94,40,0,16,0,0,0,1314,0,37,0,                                                                                                    
R401,CENTRAL AVE-MYRTLE AVE        ,5846,162,11,58,0,4183,6036,0,0,0,7,40,72,0,704,89,168,0,57,0,0,0,733,0,19,0,                                                                                                    
R402,SENECA AVENUE-PALMETTO ST     ,4536,187,17,77,2,2959,3698,0,0,0,0,23,132,0,341,37,85,0,32,0,0,0,611,0,40,0,                                                                                                    
R403,FOREST AVENUE-PUTNAM AVENUE   ,6634,353,47,116,2,3460,5501,0,0,0,2,95,146,0,467,99,71,0,45,0,0,0,860,0,56,0,                                                                                                    
R404,FRESH POND ROAD-68TH AVENUE   ,10063,574,66,140,1,4552,6985,0,0,0,8,130,264,0,690,180,152,0,59,0,0,0,1113,0,81,0,                                                                                                    
R405,JACKSON AVENUE-WESTCHESTER    ,9670,520,108,104,0,9350,4431,0,0,0,6,44,375,0,626,62,74,0,54,0,0,0,3129,0,234,0,                                                                                                    
R406,PROSPECT AVENUE-WESTCHESTER   ,11599,696,150,207,1,12660,5770,0,0,0,8,28,554,1,670,85,108,0,54,0,0,0,3299,2,254,0,                                                                                                    
R407,INTERVALE 163RD STREET        ,5562,264,47,84,2,5548,2459,0,0,0,7,18,179,1,293,21,53,0,36,0,0,0,1468,0,89,0,                                                                                                    
R408,SIMPSON ST-WESTCHESTER AVE    ,11705,787,192,313,2,15398,6448,0,0,0,19,35,532,1,667,75,48,0,46,0,0,0,2977,0,401,0,                                                                                                    
R409,FREEMAN ST-SOUTHERN BLVD      ,8236,438,91,159,12,7775,3738,0,0,0,4,40,288,0,414,44,86,0,45,0,0,0,2023,0,227,0,                                                                                                    
R411,PARK PLACE-FRANKLIN AVENUE    ,3094,262,53,55,0,2142,2950,0,0,0,1,21,155,0,409,52,60,0,26,0,0,0,576,0,8,0,                                                                                                    
R412,BOTANIC GARDEN-FRANKLIN AVE   ,1828,206,33,67,0,1390,1559,0,0,0,5,23,90,0,231,16,21,0,21,0,0,0,1781,0,48,0,                                                                                                    
R413,KNICKERBOCKER AVE-MYRTLE AV   ,8341,339,33,65,6,5783,6176,0,0,0,3,50,191,0,702,82,167,0,102,0,0,0,1574,0,46,0,                                                                                                    
R414,HOWARD BEACH-159TH AVE        ,4809,343,36,78,0,2659,2386,0,0,0,15,95,107,0,180,160,29,0,1417,0,0,0,172,0,23,0,                                                                                                    
R415,BROAD CHANNEL-NOEL ROAD       ,983,50,12,9,0,128,266,0,0,0,4,35,20,0,72,29,0,0,12,0,0,0,70,0,6,0,                                                                                                    
R416,HOLLAND-BEACH 90TH STREET     ,1698,152,32,33,0,793,614,0,0,0,1,1,40,0,99,15,10,0,41,0,0,0,241,0,14,0,                                                                                                    
R417,PLAYLAND-BEACH 98TH STREET    ,890,26,2,7,0,406,364,0,0,0,0,2,29,0,33,9,12,0,16,0,0,0,302,0,7,0,                                                                                                    
R418,SEASIDE BEACH-105TH STREET    ,409,53,0,6,0,155,154,0,0,0,0,1,13,0,19,16,0,0,4,0,0,0,227,0,1,0,                                                                                                    
R419,ROCKAWAY PARK-BEACH 116TH     ,1316,158,33,32,0,679,455,0,0,0,5,11,101,0,37,10,19,0,31,0,0,0,116,0,6,0,                                                                                                    
R420,DITMAS AVE-MCDONALD AVE       ,8443,744,47,146,2,4144,5736,0,0,0,4,88,170,0,438,154,121,0,34,0,0,0,1851,0,62,0,                                                                                                    
R421,AVENUE I-MCDONALD AVENUE      ,3591,414,18,178,0,1753,2051,0,0,0,1,62,111,0,100,103,15,0,14,0,0,0,1343,0,25,0,                                                                                                    
R422,MCDONALD AVE-22ND AVE         ,1007,75,22,86,0,1186,1777,0,0,0,0,17,45,0,55,18,19,0,2,0,0,0,251,0,21,0,                                                                                                    
R423,AVENUE N-MCDONALD AVENUE      ,5799,409,33,140,4,2685,4081,0,0,0,1,91,94,1,253,145,101,0,15,0,0,0,827,0,46,0,                                                                                                    
R424,AVENUE P-MCDONALD AVENUE      ,5696,502,18,120,0,2142,3615,0,0,0,5,105,110,0,244,160,84,0,43,0,0,0,621,0,48,0,                                                                                                    
R425,AVENUE U-MCDONALD AVENUE      ,3830,286,35,121,0,1733,2358,0,0,0,0,66,100,1,146,98,18,0,17,0,0,0,618,0,28,0,                                                                                                    
R426,NEPTUNE AVE-MCDONALD AVENUE   ,3204,652,17,102,5,821,1795,0,0,0,6,37,115,1,110,100,54,0,7,0,0,0,1069,0,5,0,                                                                                                    
R427,MIDDLETOWN ROAD-WESTCHESTER   ,5134,257,11,51,2,1938,2201,0,0,0,19,115,110,2,278,141,64,0,14,0,0,0,775,0,34,0,                                                                                                    
R428,BUHRE AVE-WESTCHESTER AVE     ,9020,435,34,112,6,3915,4139,0,0,0,80,105,299,1,591,207,62,0,32,0,0,0,985,0,85,0,                                                                                                    
R429,PELHAM BAY PARK-BRUCKNER BL   ,7757,497,149,326,3,7747,7047,0,0,0,213,114,261,4,1223,222,85,0,29,0,0,0,1203,0,138,0,                                                                                                    
R430,PELHAM PKWY-ESPLANADE         ,6891,308,24,75,0,2628,3083,0,0,0,17,149,159,2,589,150,51,0,19,0,0,0,1368,0,75,0,                                                                                                    
R431,DYRE AVENUE-LIGHT STREET      ,8987,333,62,77,9,5428,3520,0,0,0,27,121,193,3,469,78,48,0,25,0,0,0,1311,0,109,0,                                                                                                    
R432,CHAUNCEY STREET-ROCKAWAY AV   ,5115,283,43,105,0,5027,3788,0,0,0,0,23,206,1,342,27,55,0,53,0,0,0,719,0,31,0,                                                                                                    
R433,ALABAMA AVENUE-FULTON ST      ,2591,138,47,82,0,3777,1529,0,0,0,2,1,106,0,195,15,20,0,17,0,0,0,439,0,26,0,                                                                                                    
R434,VAN SICLEN AVENUE-FULTON ST   ,5513,283,65,107,0,4447,2177,0,0,0,2,20,206,0,148,33,26,0,34,0,0,0,1043,0,56,0,                                                                                                    
R435,CLEVELAND STREET-FULTON ST    ,6283,265,40,73,6,5037,2220,0,0,0,7,39,248,0,235,33,37,0,44,0,0,0,1374,0,51,0,                                                                                                    
R436,NORWOOD AVENUE-FULTON ST      ,6748,403,49,80,1,5339,2457,0,0,0,2,14,224,5,309,42,44,0,50,0,0,0,1402,0,102,0,                                                                                                    
R437,CRESCENT STREET-FULTON ST     ,9398,532,91,203,1,7413,3896,0,0,0,1,31,336,0,269,31,67,0,39,0,0,0,1842,0,91,0,                                                                                                    
R438,RALPH AVENUE-FULTON STREET    ,10273,603,127,227,5,9647,7214,0,0,0,6,66,306,1,914,35,168,0,89,0,0,0,1896,0,141,0,                                                                                                    
R439,ROCKAWAY AVE-HOPKINSON AVE    ,9542,514,116,203,4,9768,7041,0,0,0,2,43,340,1,893,65,159,0,115,0,0,0,2637,0,158,0,                                                                                                    
R440,LIBERTY AVE-PENNSYLVANIA AV   ,4598,223,70,103,0,4099,2245,0,0,0,5,31,217,0,403,37,23,0,28,0,0,0,1369,0,31,0,                                                                                                    
R441,VAN SICLEN AVE-PITKIN AVE     ,6108,370,80,93,2,4613,2390,0,0,0,3,24,270,1,319,32,64,0,25,0,0,0,1600,0,63,0,                                                                                                    
